,name,time,content,source,url
16,AAPL,661925220,Lidar Stocks Rise On Report Apple Could Make A Self-Driving Car,Investor's Business Daily,https://www.investors.com/news/lidar-stocks-apple-self-driving-car/?src=A00220
17,AAPL,661924800,US STOCKS-S&P 500 ends lower as new COVID storm clouds overshadow stimulus passage,Reuters,https://finance.yahoo.com/news/us-stocks-p-500-ends-210022271.html
18,AAPL,661922640,2 Trillion Reasons Why the Apple iCar Rumors Will Never Go Away,Barrons.com,https://www.barrons.com/articles/2-trillion-reasons-why-the-apple-icar-rumors-will-never-go-away-51608668648?siteid=yhoof2
19,AAPL,661921200,"Dow Falls Ahead Of Trump Stimulus Signature, Schumer Wants 'Much More;' Apple Smokes Tesla",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-falls-donald-trump-coronavirus-stimulus-signature-schumer-wants-more-apple-stock-smokes-tesla-stock/?src=A00220
20,AAPL,661920540,"Apples Car Plan Creates Tesla Bear Case, Morgan Stanley Says",Bloomberg,https://finance.yahoo.com/news/apple-car-plan-creates-tesla-194945932.html
21,AAPL,661919100,Electric vehicle company Canoo lists on Nasdaq,Yahoo Finance Video,https://finance.yahoo.com/video/electric-vehicle-company-canoo-lists-192550229.html
22,AAPL,661918080,US STOCKS-S&P 500 struggles for direction as new COVID worries outweigh stimulus-passage boost,Reuters,https://finance.yahoo.com/news/us-stocks-p-500-struggles-190858647.html
23,AAPL,661917240,"Dow Jones Drops as Apple Plans Electric Car, Boeing Secures 737 MAX Order",Motley Fool,https://www.fool.com/investing/2020/12/22/dow-jones-drops-as-apple-plans-electric-car-boeing/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
24,AAPL,661916700,"Apple targets car production, eyes batteries: Reuters",Yahoo Finance Video,https://finance.yahoo.com/video/apple-targets-car-production-eyes-184528112.html
25,AAPL,661916640,Lidar and EV Charging Stocks Jump on Apple Electric Car Report,TheStreet.com,https://www.thestreet.com/investing/lidar-ev-charging-stocks-jump-on-apple-electric-car-report?puc=yahoo&cm_ven=YAHOO
26,AAPL,661915740,Apple Electric Car Splits Wall Street on Its Potential,Motley Fool,https://www.fool.com/investing/2020/12/22/apple-electric-car-splits-wall-street-on-potential/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
27,AAPL,661915680,Top 4 Mutual Fund Holders of Roku Inc. (ROKU),Investopedia,https://www.investopedia.com/insights/top-mutual-fund-holders-roku-inc/?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
28,AAPL,661915680,Companies Owned by AAPL,Investopedia,https://www.investopedia.com/investing/top-companies-owned-apple/?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
29,AAPL,661915260,Top Apple Shareholders,Investopedia,https://www.investopedia.com/articles/markets/120115/top-5-apple-shareholders.asp?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
30,AAPL,661914960,"How Apple Makes Money: iPhones, iPads, Macs, and Services",Investopedia,https://www.investopedia.com/how-apple-makes-money-4798689?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
31,AAPL,661913280,Why Apple Stock Climbed Higher Today,Motley Fool,https://www.fool.com/investing/2020/12/22/why-apple-stock-climbed-higher-today/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
32,AAPL,661913100,Who Cares if Apple Builds a Car? The Stock Is Breaking Out,TheStreet.com,https://www.thestreet.com/investing/apple-aapl-stock-breakout-trading-car-reports?puc=yahoo&cm_ven=YAHOO
33,AAPL,661912740,Why QuantumScape Soared Almost 30% Today,Motley Fool,https://www.fool.com/investing/2020/12/22/why-quantumscape-soared-almost-30-today/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
34,AAPL,661912440,Apple (AAPL) Reportedly Developing Electric Car,Investopedia,https://www.investopedia.com/apple-aapl-reportedly-developing-electric-car-5093420?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
35,AAPL,661912440,US STOCKS-Nasdaq supported by Apple as weak economic data weighs on Wall Street,Reuters,https://finance.yahoo.com/news/us-stocks-nasdaq-supported-apple-173432764.html
36,AAPL,661912140,Why Tesla Stock Fell Again Today,Motley Fool,https://www.fool.com/investing/2020/12/22/why-tesla-stock-fell-again-today/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
37,AAPL,661911180,Dow Jones Drops Despite Apple Stock's Gain; Trump Expected To Sign Stimulus Bill,Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-drops-despite-apple-stock-gain-trump-expected-sign-stimulus-bill/?src=A00220
38,AAPL,661953480,"Dow Jones Falls As Congress OKs Stimulus Deal, Trump Signature Expected Quickly; Apple Jumps, While Tesla Skids",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-stock-market-rally-trump-stimulus-deal-apple-tesla-peloton-soars/?src=A00220
39,AAPL,661950480,Apple Inches Toward Record After Report on Autonomous Car Plans,Bloomberg,https://finance.yahoo.com/news/apple-inches-toward-record-report-160819186.html
40,AAPL,661950120,Peloton Sends Nasdaq Skyward; Apple to Challenge Tesla,Motley Fool,https://www.fool.com/investing/2020/12/22/peloton-sends-nasdaq-skyward-apple-challenge-tesla/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
41,AAPL,661950000,9 best high-end laptops: Work from home with a top performing machine,The Independent,https://finance.yahoo.com/news/9-best-high-end-laptops-102629457.html
42,AAPL,661949940,10 best high-end laptops for great performance with sleek design,The Independent,https://finance.yahoo.com/news/10-best-high-end-laptops-155919775.html
43,AAPL,661949760,Apple Moves Forward With Plan for Self-Driving Vehicles,Investopedia,https://www.investopedia.com/apple-moves-forward-with-plan-for-self-driving-vehicles-5093423?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
44,AAPL,661949580,US STOCKS-Nasdaq supported by Apple; Dow and S&P fall on weak economic data,Reuters,https://finance.yahoo.com/news/us-stocks-nasdaq-supported-apple-155331433.html
45,AAPL,661946280,"Dow Jones Fades, Stocks Mixed, As Stimulus Awaits Signature; Apple Rallies On EV News; Peloton Soars On Merger",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-climb-stimulus-awaits-signature-apple-stock-ev-news-peloton-merger/?src=A00220
46,AAPL,661945080,Apple (AAPL) Car May Debut in 2024 With New Battery Technology,Zacks,https://finance.yahoo.com/news/apple-aapl-car-may-debut-143802285.html
47,AAPL,661942800,Apple's iPhone 12 Immediately Became the No. 1 5G Phone in the World,Motley Fool,https://www.fool.com/investing/2020/12/22/apples-iphone-12-immediately-became-the-no-1-5g-ph/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
48,AAPL,661942080,"Stock indexes look set to rise, Dow flat after Congress passes COVID aid package",MarketWatch,https://www.marketwatch.com/story/dow-futures-hold-steady-after-congress-passes-covid-aid-package-11608639613?siteid=yhoof2
49,AAPL,661940640,"Dow Jones Futures: Congress OKs Stimulus Deal, Apple, Peloton Rise After Stock Market Rally Rebounds From Key Level",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-stimulus-deal-vote-stock-market-rally-apple-amd-rebound-tesla-stock-sp-500/?src=A00220
50,AAPL,661940160,"Peloton, Apple, Tesla, CarMax - Tuesday's Premarket Movers",TheStreet.com,https://www.thestreet.com/investing/peloton-apple-tesla-carmax-premarket-movers-tuesday?puc=yahoo&cm_ven=YAHOO
51,AAPL,661939620,Apple and Others Are Coming for Tesla,Barrons.com,https://www.barrons.com/articles/apple-and-others-are-coming-for-tesla-51608642430?siteid=yhoof2
52,AAPL,661939560,What Lies Ahead for FAAMG Stocks After Explosive Success in 2020?,Zacks,https://finance.yahoo.com/news/lies-ahead-faamg-stocks-explosive-130601159.html
53,AAPL,661936980,"US STOCKS-Apple props up S&P, Nasdaq futures",Reuters,https://finance.yahoo.com/news/us-stocks-apple-props-p-122321492.html
54,AAPL,661935780,"3 Recession-Proof Stocks to Buy With $3,000",Motley Fool,https://www.fool.com/investing/2020/12/22/3-recession-proof-stocks-to-buy-with-3000/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
55,AAPL,661935720,Apple reportedly working on an electric car sends the stock of this Bill Gates-backed battery startup surging,Yahoo Finance,https://finance.yahoo.com/news/apple-reportedly-working-on-an-electric-car-sends-the-stock-of-this-bill-gatesbacked-battery-startup-surging-120235678.html
56,AAPL,661935420,"Facebook and Google signed secret pact to maintain status quo and avoid competing, report alleges",The Independent,https://finance.yahoo.com/news/facebook-google-signed-secret-pact-115755831.html
57,AAPL,661933920,1 Big Change I'm Making to My Investment Strategy in 2021,Motley Fool,https://www.fool.com/investing/2020/12/22/1-big-change-im-making-to-my-investment-strategy-i/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
58,AAPL,661932900,These 10 clunkers are my worst calls from a decades worth of investment advice,MarketWatch,https://www.marketwatch.com/story/these-10-clunkers-are-my-worst-calls-from-a-decades-worth-of-investment-advice-11608589603?siteid=yhoof2
59,AAPL,661931340,Markets are moving away from a 'Darwinistic' phase: Morning Brief,Yahoo Finance,https://finance.yahoo.com/news/rich-bernstein-stock-market-moving-away-from-darwinistic-phase-morning-brief-104947033.html
60,AAPL,661919760,An Apple-Tesla Showdown Will Happen on the Factory Floor,Bloomberg,https://finance.yahoo.com/news/apple-tesla-showdown-happen-factory-073623076.html
61,AAPL,661916220,"Stimulus Passed; GDP, API Due; Apple Cars - What's up in Markets",Investing.com,https://finance.yahoo.com/news/stimulus-passed-gdp-api-due-063733139.html
62,AAPL,661891320,How a Relentless Dealmaker Cracked Silicon Valleys Bros Club,Bloomberg,https://finance.yahoo.com/news/relentless-dealmaker-cracked-silicon-valley-234207873.html
63,AAPL,661844700,Apple (AAPL) Gains As Market Dips: What You Should Know,Zacks,https://finance.yahoo.com/news/apple-aapl-gains-market-dips-224510717.html
64,AAPL,661844580,"Apple Targets Autonomous Car for Consumers by 2024, Reuters Says",Bloomberg,https://finance.yahoo.com/news/apple-targets-autonomous-car-consumers-224349907.html
65,AAPL,661844580,Apple reportedly plans production of electric car with 'breakthrough battery' in 2024,The Telegraph,https://finance.yahoo.com/news/apple-reportedly-plans-production-electric-224305668.html
66,AAPL,661843680,NYC Moves Against New Covid Strain; Apple Announces EV Plans,Zacks,https://finance.yahoo.com/news/nyc-moves-against-covid-strain-222810153.html
67,AAPL,661842300,Buy Apple and Microsoft Stock Heading Into 2021?,Zacks,https://finance.yahoo.com/news/buy-apple-microsoft-stock-heading-220510082.html
68,AAPL,661842000,"5 at 5: Your Daily Digest for Real Estate Investing, 12/21/2020",Motley Fool,https://www.fool.com/millionacres/real-estate-market/articles/5-at-5-your-daily-digest-for-real-estate-investing-12212020/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
69,AAPL,661840080,"Googles Aramco Deal Risks Irking Staff Over Oil, Politics",Bloomberg,https://finance.yahoo.com/news/google-brings-cloud-business-saudi-194705122.html
70,AAPL,661840080,"Apple stock rises, Tesla dips after report that iCar could emerge in 2024",MarketWatch,https://www.marketwatch.com/story/apple-shares-rise-on-report-that-icar-could-emerge-in-2024-11608584812?siteid=yhoof2
71,AAPL,661839840,Apple targets 2024 for car production: RTRS,Yahoo Finance Video,https://finance.yahoo.com/video/apple-targets-2024-car-production-212448987.html
72,AAPL,661828920,Apple Closes All California Stores Due to Spike in COVID-19 Cases,Motley Fool,https://www.fool.com/investing/2020/12/21/apple-closes-all-california-stores-due-to-spike-in/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
73,AAPL,661828020,"Dow Jones Erases Losses Amid Fears Of New Coronavirus Strain; Apple Slides, While Tesla Skids In S&P 500 Debut",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-stock-market-rally-coronavirus-fears-tesla-stock-nike-earnings/?src=A00220
74,AAPL,661827720,Apple Temporarily Shutters Stores: Will Other Retailers Follow?,Motley Fool,https://www.fool.com/millionacres/real-estate-investing/articles/apple-temporarily-shutters-stores-will-other-retailers-follow/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
75,AAPL,661865220,Citi Names Dell Stock a Top Pick. A VMware Spinoff Would Be an Added Bonus.,Barrons.com,https://www.barrons.com/articles/citi-names-dell-technologies-stock-top-pick-51608567943?siteid=yhoof2
76,AAPL,661862580,How to understand the extremely high stakes of Big Techs antitrust battle,Quartz,https://qz.com/1946579/will-governments-break-up-tech-giants-like-google-or-amazon-in-2021/?utm_source=YPL
77,AAPL,661862160,Microsoft (MSFT) Developing Chips for Its Servers and PCs,Investopedia,https://www.investopedia.com/microsoft-msft-developing-chips-for-its-servers-and-pcs-5093187?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
78,AAPL,661861980,Microsoft (MSFT) Reportedly Mulling on Designing Chips In-House,Zacks,https://finance.yahoo.com/news/microsoft-msft-reportedly-mulling-designing-153303464.html
79,AAPL,661860840,Top 5 S&P 500 Stocks That Helped the Index Gain in 2020,Zacks,https://finance.yahoo.com/news/top-5-p-500-stocks-151403135.html
80,AAPL,661858680,2 Electric Vehicle ETFs Charging Higher,Investopedia,https://www.investopedia.com/2-electric-vehicle-etfs-charging-higher-5093194?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
81,AAPL,661857960,Apple (AAPL) Puts iPhone Subcontractor Wistron on Probation,Investopedia,https://www.investopedia.com/apple-aapl-puts-iphone-subcontractor-wistron-on-probation-5093163?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
82,AAPL,661856100,Apple AirPods Max vs Sony WH-1000XM4: Which wireless headphones are best?,The Independent,https://finance.yahoo.com/news/apple-airpods-max-vs-sony-132850038.html
83,AAPL,661856100,5 Stocks to Benefit From Continued Weakening of US Dollar,Zacks,https://finance.yahoo.com/news/5-stocks-benefit-continued-weakening-135501924.html
84,AAPL,661853880,"Dow Jones Futures Tumble On New Covid Strain; Stock Market Rally Mulls Stimulus Deal Vote, 3 Dow Giants Jump",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-stock-market-rally-stimulus-deal-vote-nike-jpmorgan-moderna-vaccine-tesla-sp-500/?src=A00220
85,AAPL,661850520,"Tesla, Stimulus, Coronavirus, Apple - 5 Things You Must Know Monday",TheStreet.com,https://www.thestreet.com/markets/5-things-you-must-know-before-the-market-opens-monday-122120?puc=yahoo&cm_ven=YAHOO
86,AAPL,661850100,"Facebooks campaign against Apple is a laughable distraction tactic, says privacy group",The Independent,https://finance.yahoo.com/news/facebook-campaign-against-apple-laughable-121538710.html
87,AAPL,661848240,Tesla is technically the 'Spiders' 5th highest weighted component,MarketWatch,https://www.marketwatch.com/story/tesla-is-technically-the-spiders-5th-highest-weighted-component-2020-12-21?siteid=yhoof2
88,AAPL,661835820,"iPhone 'Zero Click' Vulnerability Exploited By Infamous NSO Group To Hack 3 Dozen Al Jazeera Journalists, Researchers Say",Benzinga,https://finance.yahoo.com/news/iphone-zero-click-vulnerability-exploited-081742023.html
89,AAPL,661834800,Big Tech Challenged in Big Way,WWD,https://finance.yahoo.com/news/big-tech-challenged-big-way-080050291.html
90,AAPL,661825680,Apple Supply Chain Hit At Critical Time By Workers Demanding Their 'Blood And Sweat Money' Back,Benzinga,https://finance.yahoo.com/news/apple-supply-chain-hit-critical-052825473.html
91,AAPL,661816380,iPhone Maker Slides After Riot Spurs Apple to Suspend Business,Bloomberg,https://finance.yahoo.com/news/iphone-maker-slides-riot-spurs-025305428.html
92,AAPL,661766700,Stock Futures Mostly Up After McConnell Announces Stimulus Deal,Barrons.com,https://www.barrons.com/articles/news-updates-stimulus-bill-vote-expected-soon-51608486546?siteid=yhoof2
93,AAPL,661751100,Apple Closes About 80 Stores Due To Rising Covid-19 Cases,Barrons.com,https://www.barrons.com/articles/apple-closes-about-80-stores-due-to-rising-covid-19-cases-51608497158?siteid=yhoof2
94,AAPL,661748400,"Dozens of journalists' iPhones hacked with NSO 'zero-click' spyware, says Citizen Lab",TechCrunch,https://finance.yahoo.com/news/dozens-journalists-iphones-hacked-nso-200043239.html
95,AAPL,661738140,The 1 Mega-Cap Tech Stock That Doesn't Fear Washington,Motley Fool,https://www.fool.com/investing/2020/12/20/the-one-mega-cap-tech-stock-that-doesnt-fear-washi/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
96,AAPL,661777800,The Stock Markets 2021 Surprise: A Booming Economy and Tepid Returns,Barrons.com,https://www.barrons.com/articles/2021s-big-surprise-a-booming-economy-and-a-tepid-stock-market-51608342640?siteid=yhoof2
97,AAPL,661776600,Put Your Coronavirus Stimulus Check to Work With These 3 Stocks,Motley Fool,https://www.fool.com/investing/2020/12/20/put-your-coronavirus-stimulus-checks-to-work-with/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
98,AAPL,661771080,Apple Temporarily Shuts Down All Stores In California,Benzinga,https://finance.yahoo.com/news/apple-temporarily-shuts-down-stores-141843470.html
99,AAPL,661770900,3 Things to Expect From Berkshire Hathaway in 2021,Motley Fool,https://www.fool.com/investing/2020/12/20/3-things-to-expect-from-berkshire-hathaway-in-2021/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article
100,NIO,661964400,"Dow Falls Ahead Of Trump Stimulus Signature, Schumer Wants 'Much More;' Apple Smokes Tesla",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-falls-donald-trump-coronavirus-stimulus-signature-schumer-wants-more-apple-stock-smokes-tesla-stock/?src=A00220
101,NIO,661919100,Electric vehicle company Canoo lists on Nasdaq,Yahoo Finance Video,https://finance.yahoo.com/video/electric-vehicle-company-canoo-lists-192550229.html
102,NIO,661916700,"Apple targets car production, eyes batteries: Reuters",Yahoo Finance Video,https://finance.yahoo.com/video/apple-targets-car-production-eyes-184528112.html
103,NIO,661912500,Is Nio Stock A Buy Amid High Hopes For Big Annual Event?,Investor's Business Daily,https://www.investors.com/news/nio-stock-buy-now/?src=A00220
104,NIO,661911720,Too Late To Buy Nio Stock? Use Options Instead,Investor's Business Daily,https://www.investors.com/research/options/nio-stock-use-options-instead-of-buying-shares/?src=A00220
105,NIO,661942860,4 Stocks (Not Named Tesla) Set to Ride the Upcoming EV Boom,Zacks,https://finance.yahoo.com/news/4-stocks-not-named-tesla-140102528.html
106,NIO,661940640,"Dow Jones Futures: Congress OKs Stimulus Deal, Apple, Peloton Rise After Stock Market Rally Rebounds From Key Level",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-stimulus-deal-vote-stock-market-rally-apple-amd-rebound-tesla-stock-sp-500/?src=A00220
107,NIO,661883040,Apple targets 2024 for car production: RTRS,Yahoo Finance Video,https://finance.yahoo.com/video/apple-targets-2024-car-production-212448987.html
108,NIO,661839300,Xpeng Stock Up As First Electric SUV Delivered To Europe,Investor's Business Daily,https://www.investors.com/news/xpeng-stock-first-electric-suv-delivered-europe/?src=A00220
109,NIO,661838880,"Tesla Debuts On S&P 500 As The No. 6 Stock, Behind Top Tech Giants",Investor's Business Daily,https://www.investors.com/news/tesla-stock-debuts-sp-500-no-6-behind-apple-amazon-microsoft-facebook-alphabet/?src=A00220
110,NIO,661838640,Tesla enters S&P 500: Here's how the stock did on its first day,Yahoo Finance,https://finance.yahoo.com/news/tesla-inclusion-in-sp-500-heres-how-the-stock-is-doing-160202609.html
111,NIO,661834860,Is NIO A Good Stock To Buy According To Hedge Funds?,Insider Monkey,https://finance.yahoo.com/news/nio-good-stock-buy-according-200121650.html
112,NIO,661831140,"Chinese EV Stocks Rally Despite Delisting Threat, Broader Market Weakness",Benzinga,https://finance.yahoo.com/news/chinese-ev-stocks-rally-despite-185906634.html
113,NIO,661858680,2 Electric Vehicle ETFs Charging Higher,Investopedia,https://www.investopedia.com/2-electric-vehicle-etfs-charging-higher-5093194?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral
114,NIO,661806000,The Great Reset: BlackRock Is Fueling A $120 Trillion Transformation On Wall St.,Oilprice.com,https://finance.yahoo.com/news/great-reset-blackrock-fueling-120-000000134.html
115,NIO,661696020,"Trump Signs Bill That Could Lead To Delisting Of Chinese Stocks Including Nio, Li, Xpeng, Alibaba",Benzinga,https://finance.yahoo.com/news/trump-signs-bill-could-lead-172751659.html
116,NIO,661627260,This Is Your Last Chance To Buy Tesla Stock Before Its Big Day,Investor's Business Daily,https://www.investors.com/news/tesla-stock-jumps-on-credit-rating-bump-ahead-of-sp-500-inclusion/?src=A00220
117,NIO,661565340,"Dow Jones Slips As McConnell, Pelosi Struggle To Reach Covid Stimulus Deal; Tesla Rises",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-slips-mitch-mcconnell-nancy-pelosi-struggle-reach-covid-stimulus-deal-tesla-stock-rises/?src=A00220
118,NIO,661601580,"As The Hype Starts to Fade, Steer Clear of Nio Stock",InvestorPlace,https://finance.yahoo.com/news/hype-starts-fade-steer-clear-151324814.html
119,NIO,661600080,Chinas Consumer Data Is Signaling a Sell for Nio Stock,InvestorPlace,https://finance.yahoo.com/news/china-consumer-data-signaling-sell-144857840.html
120,NIO,661552680,"Watch Out, Elon Musk. These EV Startups Are Trying To Take On Tesla",Benzinga,https://finance.yahoo.com/news/watch-elon-musk-ev-startups-013819201.html
121,NIO,661494300,"Dow Jones Jumps As McConnell Says Stimulus Deal Is 'At Hand'; Nasdaq, S&P 500 Hit New Highs",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-jumps-mitch-mcconnell-stimulus-deal-at-hand-nasdaq-sp500-record-highs/?src=A00220
122,NIO,661493100,GM Could Make Billions Following Tesla On This Path: Analyst,Investor's Business Daily,https://www.investors.com/news/gm-stock-wall-street-sees-billions-tesla-autonomous-driving-path-followed/?src=A00220
123,NIO,661480620,Nio: Necessary Funding Opportunity,TipRanks,https://finance.yahoo.com/news/nio-necessary-funding-opportunity-173721279.html
124,NIO,661518120,Convertible Securities Are Having Their Best Year Since 2009. Heres Why.,Barrons.com,https://www.barrons.com/articles/convertible-securities-are-having-their-best-year-since-2009-heres-why-51608220974?siteid=yhoof2
125,NIO,661449600,"NIO Inc. Announces Completion of Offering of 68,000,000 American Depositary Shares",GlobeNewswire,https://finance.yahoo.com/news/nio-inc-announces-completion-offering-210000019.html
126,NIO,661404660,Heres when Bidens expected energy pick Granholm says a low-carbon recovery needs to start,MarketWatch,https://www.marketwatch.com/story/heres-when-bidens-expected-energy-pick-granholm-says-a-low-carbon-recovery-needs-to-start-11608150703?siteid=yhoof2
127,NIO,661400220,Dow Jones Falls On Fed Move; McConnell Touts 'Significant' Stimulus Progress,Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-slips-as-mcconnell-touts-significant-progress-coronavirus-stimulus-covid-19-passes-milestone/?src=A00220
128,NIO,661392780,"Dow Jones Falls With Stimulus Deal Expected 'Soon'; Tesla Tumbles, While Bitcoin Jumps Above $20,000 For The First Time",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-stock-market-rally-stimulus-deal-bitcoin-jumps-apple-stock-tesla-nio/?src=A00220
129,NIO,661431780,"An Analyst's Chinese EV Stock Pair Trade: Buy Nio, Short Xpeng",Benzinga,https://finance.yahoo.com/news/analysts-chinese-ev-stock-pair-160304584.html
130,NIO,661375380,"Dow Jones Futures: Coronavirus Stimulus Deal In Sight? AMD, Apple, Nio Hit New Buy Points",Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-stock-market-rally-stimulus-deal-apple-stock-nio-stock-buy-points/?src=A00220
131,NIO,661330260,Nio Limited Designs (NYSE: NIO) Has Been On A Sprint This Year: Will It Win The Marathon?,Simply Wall St.,https://finance.yahoo.com/news/nio-limited-designs-nyse-nio-235112901.html
132,NIO,661320180,Blink Charging Signs New Deal As Auto Giants Back EV Incentives,Investor's Business Daily,https://www.investors.com/news/blink-charging-stock-new-deal-auto-giants-back-electric-car-incentives/?src=A00220
133,NIO,661317480,Dow Jones Powers Higher As Pelosi Gathers Leaders For Stimulus Talks,Investor's Business Daily,https://www.investors.com/market-trend/stock-market-today/dow-jones-rallies-nancy-pelosi-gathers-leaders-mitch-mcconnell-stimulus-talks-apple-stock-surges/?src=A00220
134,NIO,661310520,This elite Israeli army squad member is behind a startup going public in a $1.4 billion SPAC deal,Yahoo Finance,https://finance.yahoo.com/news/this-elite-israeli-army-squad-member-is-behind-a-startup-innoviz-going-public-in-a-14-billion-spac-deal-182229025.html
